Name,URL,"Price, rub",Year,KmAge,Engine,GearBox,CarType,Place
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380812-f9b909d4/?from=searchline,560000,2018,51000,1.6 л/98л.с./Бензин,автомат,седан,Уфа
LADA (ВАЗ) Kalina Cross II,https://auto.ru/cars/used/sale/vaz/kalina/1116380794-28248312/?from=searchline,640000,2017,90000,1.6 л/106л.с./Бензин,робот,универсал 5 дв.,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380788-2fcfe499/?from=searchline,480000,2016,112000,1.6 л/82л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116380751-a7197655/?from=searchline,570000,2016,65000,1.6 л/106л.с./Бензин,робот,универсал 5 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380747-209c5677/?from=searchline,620000,2019,49000,1.6 л/90л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116380745-ea596749/?from=searchline,740000,2017,78000,1.8 л/122л.с./Бензин,робот,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380738-d2b2bc41/?from=searchline,760000,2020,33000,1.6 л/98л.с./Бензин,автомат,лифтбек,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380734-a9e59849/?from=searchline,840000,2019,20000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116380733-f84b547a/?from=searchline,890000,2020,22000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116380731-ce776246/?from=searchline,420000,2013,172000,1.6 л/87л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Vesta CNG I,https://auto.ru/cars/used/sale/vaz/vesta/1116380713-c5bb9f7c/?from=searchline,1120000,2020,47000,1.6 л/106л.с./Газ,механика,седан,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380701-65e2afb5/?from=searchline,790000,2021,12000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380691-1af0b2c5/?from=searchline,550000,2016,72000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116380685-9eace649/?from=searchline,890000,2018,84000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380683-96598edc/?from=searchline,590000,2018,20000,1.6 л/82л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2131 (4x4) Euro 5 I,https://auto.ru/cars/used/sale/vaz/2131_4x4/1116380671-88b2fc5b/?from=searchline,650000,2017,57000,1.7 л/83л.с./Бензин,механика,внедорожник 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116380666-f190c834/?from=searchline,290000,2013,70000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380660-179e2a3e/?from=searchline,790000,2019,47000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116380644-b638eefd/?from=searchline,850000,2020,19000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116380640-8079ceaa/?from=searchline,790000,2017,81000,1.6 л/113л.с./Бензин,вариатор,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380638-6eda90b9/?from=searchline,610000,2018,118000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380636-50fb0f39/?from=searchline,730000,2019,42000,1.6 л/106л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380634-0e92eeef/?from=searchline,730000,2020,44000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116380625-723d36e4/?from=searchline,460000,2013,106000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Vesta SW I,https://auto.ru/cars/used/sale/vaz/vesta/1116380614-2d57b552/?from=searchline,1360000,2021,47000,1.8 л/122л.с./Бензин,механика,универсал 5 дв.,Октябрьский (160км отУфы)
LADA (ВАЗ) Niva I Рестайлинг (Travel),https://auto.ru/cars/used/sale/vaz/niva/1116380605-a20a695c/?from=searchline,1440000,2021,21000,1.7 л/80л.с./Бензин,механика,внедорожник 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380598-760c41a6/?from=searchline,990000,2021,51000,1.6 л/106л.с./Бензин,механика,седан,Октябрьский (160км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116380586-cff55dfa/?from=searchline,120000,2011,117000,1.6 л/73л.с./Бензин,механика,седан,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116380585-508a0d4a/?from=searchline,550000,2017,125000,1.6 л/106л.с./Бензин,робот,седан,Уфа
LADA (ВАЗ) 2121 (4x4) Urban I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380554-73afa0e1/?from=searchline,710000,2017,41000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Белебей (130км отУфы)
LADA (ВАЗ) Vesta CNG I,https://auto.ru/cars/used/sale/vaz/vesta/1116380537-fff0ae3c/?from=searchline,830000,2018,84000,1.6 л/106л.с./Газ,механика,седан,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380536-f94af1df/?from=searchline,880000,2019,68000,1.6 л/106л.с./Бензин,механика,универсал 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380528-2b08aa14/?from=searchline,710000,2017,103000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Vesta SW Cross I,https://auto.ru/cars/used/sale/vaz/vesta/1116380512-9e5b1d45/?from=searchline,960000,2018,63000,1.6 л/106л.с./Бензин,механика,универсал 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380492-f83b421c/?from=searchline,360000,2013,160000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380458-59daeff1/?from=searchline,360000,2016,169000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116380448-dcd4b227/?from=searchline,250000,2011,179000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380426-83eb6590/?from=searchline,360000,2014,170000,1.6 л/87л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) Vesta CNG I,https://auto.ru/cars/used/sale/vaz/vesta/1116380422-04ee6512/?from=searchline,1010000,2020,42000,1.6 л/106л.с./Газ,механика,седан,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1103932887-b7ad45b8/?from=searchline,680000,2017,44000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116739539-f272aed4/?from=searchline,980000,2020,18000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116608222-ea2a6d84/?from=searchline,180000,2011,102000,1.5 л/68л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Niva I Рестайлинг (Travel),https://auto.ru/cars/used/sale/vaz/niva/1116468028-3724e081/?from=searchline,1160000,2021,13000,1.7 л/80л.с./Бензин,механика,внедорожник 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116464994-cfeff3a1/?from=searchline,760000,2021,8000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116380664-58f9c4f8/?from=searchline,240000,2012,158000,1.4 л/89л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116380601-ec6bf9e3/?from=searchline,690000,2017,63000,1.6 л/87л.с./Бензин,автомат,универсал 5 дв.,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Kalina II,https://auto.ru/cars/used/sale/vaz/kalina/1116380592-d242373a/?from=searchline,640000,2018,28000,1.6 л/87л.с./Бензин,автомат,универсал 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380581-b940fa9e/?from=searchline,640000,2019,52000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116380505-90246148/?from=searchline,910000,2019,73000,1.6 л/106л.с./Бензин,механика,седан,Белебей (130км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380499-42ab5521/?from=searchline,580000,2015,72000,1.9 л/75л.с./Дизель,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380463-6611d933/?from=searchline,500000,2014,80000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380451-a343473a/?from=searchline,930000,2021,36000,1.6 л/87л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116380446-261360c8/?from=searchline,770000,2019,57000,1.6 л/106л.с./Бензин,робот,седан,Уфа
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116380441-2698e3c0/?from=searchline,1180000,2020,41000,1.8 л/122л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116380441-2698e3c0/?from=searchline,1180000,2020,41000,1.8 л/122л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380440-e44da195/?from=searchline,810000,2018,45000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380438-3bd13344/?from=searchline,710000,2020,45000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Largus CNG I,https://auto.ru/cars/used/sale/vaz/largus/1116739185-59f11745/?from=searchline,1140000,2019,112000,1.6 л/106л.с./Газ,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116579096-2ec4394e/?from=searchline,290000,2013,109000,1.6 л/90л.с./Бензин,механика,хэтчбек 5 дв.,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Vesta SW I,https://auto.ru/cars/used/sale/vaz/vesta/1116380606-e487a759/?from=searchline,1320000,2021,27000,1.6 л/113л.с./Бензин,вариатор,универсал 5 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380595-204a23d4/?from=searchline,830000,2020,32000,1.6 л/98л.с./Бензин,автомат,седан,Уфа
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380531-d19d9b4a/?from=searchline,510000,2018,199000,1.6 л/87л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116380504-4f8197c4/?from=searchline,630000,2017,36000,1.7 л/80л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116380469-b6ef07c3/?from=searchline,1290000,2021,32000,1.6 л/106л.с./Бензин,робот,седан,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116380456-b0f76db7/?from=searchline,840000,2017,104000,1.8 л/122л.с./Бензин,робот,седан,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116380436-e811e387/?from=searchline,660000,2018,80000,1.6 л/106л.с./Бензин,робот,лифтбек,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116738169-9073be53/?from=searchline,190000,2007,162000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116737154-0bf526f1/?from=searchline,600000,2017,90000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Vesta SW I,https://auto.ru/cars/used/sale/vaz/vesta/1116735045-8ff3cd98/?from=searchline,1450000,2021,2000,1.6 л/106л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116639882-2ef32363/?from=searchline,690000,2019,74000,1.6 л/98л.с./Бензин,автомат,лифтбек,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116595703-685ca20b/?from=searchline,310000,2011,127000,1.6 л/84л.с./Бензин,механика,универсал 5 дв.,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Granta Euro-2 I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116595702-862c281f/?from=searchline,930000,2021,30000,1.6 л/90л.с./Бензин,механика,седан,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116579094-1db81c24/?from=searchline,550000,2017,81000,1.6 л/87л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) Vesta CNG I,https://auto.ru/cars/used/sale/vaz/vesta/1116541885-29bde6ef/?from=searchline,630000,2016,182000,1.6 л/106л.с./Газ,механика,седан,Уфа
LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1116541562-dac19117/?from=searchline,1200000,2021,52000,1.8 л/122л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2121 (4x4) Urban I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2121/1116541545-1ffb6d14/?from=searchline,990000,2021,10000,1.7 л/83л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116541541-a95a9ef0/?from=searchline,860000,2021,75000,1.6 л/106л.с./Бензин,механика,лифтбек,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116413106-ed79dfd6/?from=searchline,740000,2019,56000,1.6 л/106л.с./Бензин,механика,седан,Микрорайон Первомайский (110км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116381006-e8b706c4/?from=searchline,530000,2015,119000,1.6 л/98л.с./Бензин,автомат,лифтбек,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116380998-8e5dcd83/?from=searchline,660000,2019,39000,1.6 л/98л.с./Бензин,автомат,седан,Уфа
